"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"2225","NsiI.TP814761","ADD",3249,9,9994604,0.000136530858439255,0.412810670006789,112,NA,NA,0.0478521598511062,NA,0.0478521598511063,"124+36088im","MLM+SUPER","PS_Y","GAPIT","13.7160628236072"
"2226","NsiI.TP815164","Lg",6870,11,19130,0.00000188990486675465,0.105503529728971,114,NA,NA,0.00165265880914805,NA,0.00165265880914805,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.15746714252549"
"2227","NsiI.TP817028","GHW_1",5528,3,58982174,0.000888614029831637,0.309251297790022,106,NA,NA,0.0433306699974036,NA,0.0433306699974036,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.93270978855786"
"2228","NsiI.TP817028","HW_1",6795,3,58982174,0.00017251069820296,0.309251297790022,106,NA,NA,0.0411422332423313,NA,0.0411422332423314,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.97896613547371"
"2229","NsiI.TP82066","GS",5766,11,10042,0.0000180391457195051,0.0725529670293165,114,NA,NA,0.00563379700958924,NA,0.00563379700958925,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.223286174445975"
"2230","NsiI.TP822322","GHW_1",5606,11,19214,0.001153366150997,0.0501973472089529,106,NA,NA,0.0491191681903495,NA,0.0491191681903495,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.45678568508872"
"2231","NsiI.TP823075","ADD",3237,3,72605095,0.000111735044540692,0.0839981528342287,112,NA,NA,0.0461719179208298,NA,0.0461719179208298,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.54410247828763"
"2232","NsiI.TP82932","GFW_1",4523,11,10051,0.000341976862322261,0.436871341936702,106,NA,NA,0.0242470838004384,NA,0.0242470838004384,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00857191646997932"
"2233","NsiI.TP82932","HM_1",6322,11,10051,0.000507773539618003,0.436871341936702,106,NA,NA,0.0331386037578207,NA,0.0331386037578207,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00916372164798274"
"2234","NsiI.TP831091","GFW_1",4407,11,19322,0.000130856006557205,0.161065611037849,106,NA,NA,0.0135152617166209,NA,0.0135152617166209,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.60388803505853"
"2235","NsiI.TP831091","GHW_1",5328,11,19322,0.000419699882715962,0.161065611037849,106,NA,NA,0.0325751678200312,NA,0.0325751678200312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.6620580328776"
"2236","NsiI.TP831091","HM_1",6086,11,19322,0.000157459758641432,0.161065611037849,106,NA,NA,0.0250351473224202,NA,0.0250351473224202,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.81220472232504"
"2237","NsiI.TP831705","HM_1",6574,10,15327296,0.00114172219555374,0.388549352606738,106,NA,NA,0.0458434021867969,NA,0.0458434021867971,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.321577935707253"
"2238","NsiI.TP83284","GFW_1",4678,1,59364938,0.000741288972437854,0.458889117774951,106,NA,NA,0.0370418569579708,NA,0.0370418569579708,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.45379015261963"
"2239","NsiI.TP83538","FD_50",3493,9,3301367,0.0000257164701383991,0.183460966664267,106,NA,NA,0.0127724354400133,NA,0.0127724354400134,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.39080567416147"
"2240","NsiI.TP83538","fprind",7386,9,3301367,0.0000313098710415651,0.183460966664267,106,NA,NA,0.0152107992019337,NA,0.0152107992019337,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.37065139807103"
"2241","NsiI.TP83538","fprinW",7319,9,3301367,0.000360403379264277,0.183460966664267,106,NA,NA,0.0474908270331485,NA,0.0474908270331485,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.20640314182872"
"2242","NsiI.TP83538","FW_50",4079,9,3301367,0.00019776091135683,0.183460966664267,106,NA,NA,0.0351342030369644,NA,0.0351342030369644,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.19128051760385"
"2243","NsiI.TP83538","GFW_1",4497,9,3301367,0.000286689681400879,0.183460966664267,106,NA,NA,0.0218325393957975,NA,0.0218325393957975,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.9528884728928"
"2244","NsiI.TP83538","GFW_50",4967,9,3301367,0.000281430987246049,0.183460966664267,106,NA,NA,0.0419529596882982,NA,0.0419529596882982,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.18998689247597"
"2245","NsiI.TP83538","GHW_1",5137,9,3301367,0.000117009712765556,0.183460966664267,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.79927286893155"
"2246","NsiI.TP83538","HD_50",5915,9,3301367,0.0000118153675712687,0.183460966664267,106,NA,NA,0.0292037898214517,NA,0.0292037898214517,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.42924599309777"
"2247","NsiI.TP83538","HM_1",6110,9,3301367,0.000192404352307795,0.183460966664267,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.87686687319455"
"2248","NsiI.TP84023","GHW_1",5318,11,10066,0.000411934108833262,0.155008736264469,106,NA,NA,0.0325751678200312,NA,0.0325751678200312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.02321933044132"
"2249","NsiI.TP84023","HM_1",6033,11,10066,0.000108518642878622,0.155008736264469,106,NA,NA,0.0241213944619576,NA,0.0241213944619576,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.15789153810476"
"2250","NsiI.TP85829","GHW_1",5005,11,10080,0.00000862929384569568,0.452813637779978,106,NA,NA,0.0136918928264333,NA,0.0136918928264333,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0604864657831203"
"2251","NsiI.TP85829","HM_1",6281,11,10080,0.000418829525528759,0.452813637779978,106,NA,NA,0.0305210382575596,NA,0.0305210382575596,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.252086986594986"
"2252","NsiI.TP86624","FM_50",3890,11,10086,0.000347607180294616,0.21001850137278,106,NA,NA,0.0498312938133822,NA,0.0498312938133823,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.57226661301622"
"2253","NsiI.TP86624","fprinGW",7088,11,10086,0.00000920899213958298,0.21001850137278,106,NA,NA,0.0300089032965416,NA,0.0300089032965416,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.16542875787405"
"2254","NsiI.TP86624","GHW_1",5308,11,10086,0.000388494009478412,0.21001850137278,106,NA,NA,0.032045516630568,NA,0.032045516630568,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.92130338669723"
"2255","NsiI.TP86624","GHW_50",5668,11,10086,0.0000992094265473884,0.21001850137278,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.67455157958876"
"2256","NsiI.TP86624","HM_1",6417,11,10086,0.000713571643016618,0.21001850137278,106,NA,NA,0.037725968583159,NA,0.037725968583159,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.81908465342725"
"2257","NsiI.TP86687","HM_1",6616,11,10087,0.0012508988877556,0.127237074315229,106,NA,NA,0.0472173833401156,NA,0.0472173833401157,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.97060273205374"
"2258","NsiI.TP88838","HM_1",6388,4,53926304,0.000644546971831131,0.219095816186265,106,NA,NA,0.0361623818402989,NA,0.0361623818402989,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.174741483367732"
"2259","NsiI.TP90756","GS",5843,11,10130,0.000258834864261787,0.0789083149411787,114,NA,NA,0.0421756138449921,NA,0.0421756138449921,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00968330206206793"
"2260","NsiI.TP90957","CmN",3328,9,58754094,0.0000194063233288054,0.0536468441580655,114,NA,NA,0.0175553615933752,NA,0.0175553615933752,"124+36088im","MLM+SUPER","PS_Y","GAPIT","14.2921902256092"
"2261","NsiI.TP91546","FD_1",3426,11,10135,0.000127536536531892,0.196260445349627,106,NA,NA,0.0449598972677846,NA,0.0449598972677847,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.142543048157202"
"2262","NsiI.TP91546","FD_50",3483,11,10135,0.0000176774547417156,0.196260445349627,106,NA,NA,0.0110416749450992,NA,0.0110416749450992,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.101798158339077"
"2263","NsiI.TP91546","FM_50",3750,11,10135,0.0000423666380424304,0.196260445349627,106,NA,NA,0.0256795981573825,NA,0.0256795981573825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00802881918809802"
"2264","NsiI.TP91546","fprind",7379,11,10135,0.0000238069381439499,0.196260445349627,106,NA,NA,0.0132883237291145,NA,0.0132883237291145,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.110193049470801"
"2265","NsiI.TP91546","fprinGW",7093,11,10135,0.0000140937323097862,0.196260445349627,106,NA,NA,0.0300089032965416,NA,0.0300089032965416,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.118401013823202"
"2266","NsiI.TP91546","fprinW",7154,11,10135,0.0000166883079231984,0.196260445349627,106,NA,NA,0.013266699092642,NA,0.013266699092642,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.117237601171383"
"2267","NsiI.TP91546","FW_50",3948,11,10135,0.00000788898087466984,0.196260445349627,106,NA,NA,0.0123974216389087,NA,0.0123974216389087,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.118704872838685"
"2268","NsiI.TP91546","GFW_1",4172,11,10135,0.00000204963749942765,0.196260445349627,106,NA,NA,0.00267352287300773,NA,0.00267352287300773,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0823848688056719"
"2269","NsiI.TP91546","GFW_50",4819,11,10135,0.0000124795344208516,0.196260445349627,106,NA,NA,0.0120048404128039,NA,0.0120048404128039,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.10973111737118"
"2270","NsiI.TP91546","GHW_1",4995,11,10135,0.00000170101665607056,0.196260445349627,106,NA,NA,0.00751057716199052,NA,0.00751057716199052,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.377133403887887"
"2271","NsiI.TP91546","GHW_50",5626,11,10135,0.0000121603641603236,0.196260445349627,106,NA,NA,0.0365872102737189,NA,0.0365872102737189,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0999707370401201"
"2272","NsiI.TP91546","HM_1",5940,11,10135,0.0000102723864982265,0.196260445349627,106,NA,NA,0.0136231758472965,NA,0.0136231758472966,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.570461569850323"
"2273","NsiI.TP91546","HW_1",6739,11,10135,0.0000507331620537404,0.196260445349627,106,NA,NA,0.0242082835669762,NA,0.0242082835669762,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.229597066150012"
"2274","NsiI.TP95031","Lg",6848,6,54950661,0.00000000539788084680534,0.0810761510444037,114,NA,NA,0.0000177010007668864,NA,0.0000177010007668864,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.555324224781643"
"2275","NsiI.TP95062","Lg",6895,9,59225886,0.0000116120219317393,0.0925085288462639,114,NA,NA,0.00548766454755158,NA,0.00548766454755158,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.14748585647827"
"2276","NsiI.TP99767","FD_1",3366,9,51154417,0.00000585613104514602,0.282840708027681,106,NA,NA,0.0109735529884543,NA,0.0109735529884543,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.5842856599274"
"2277","NsiI.TP99767","FD_50",3461,9,51154417,0.00000376645802539489,0.282840708027681,106,NA,NA,0.00494046299191047,NA,0.00494046299191048,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.79874130231268"
"2278","NsiI.TP99767","FM_50",3756,9,51154417,0.0000493134124665064,0.282840708027681,106,NA,NA,0.0258830317557097,NA,0.0258830317557097,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.61430987650459"
"2279","NsiI.TP99767","fprind",7351,9,51154417,0.0000038750466046111,0.282840708027681,106,NA,NA,0.00503461304864105,NA,0.00503461304864104,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.18525861497951"
"2280","NsiI.TP99767","fprinW",7149,9,51154417,0.0000148657834895614,0.282840708027681,106,NA,NA,0.013266699092642,NA,0.013266699092642,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.28404502945479"
"2281","NsiI.TP99767","FW_1",3902,9,51154417,0.0000104064992899543,0.282840708027681,106,NA,NA,0.0227503418643884,NA,0.0227503418643884,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.37417850510848"
"2282","NsiI.TP99767","FW_50",4021,9,51154417,0.0000814212346682766,0.282840708027681,106,NA,NA,0.0240000524751412,NA,0.0240000524751412,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.12926480294271"
"2283","NsiI.TP99767","GFW_1",4419,9,51154417,0.000157944100314595,0.282840708027681,106,NA,NA,0.0155770884498236,NA,0.0155770884498236,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.92773646908576"
"2284","NsiI.TP99767","GFW_50",4866,9,51154417,0.000062932443493013,0.282840708027681,106,NA,NA,0.0223104016566987,NA,0.0223104016566987,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.53654005768868"
"2285","NsiI.TP99767","HD_1",5865,9,51154417,0.00000614479199494553,0.282840708027681,106,NA,NA,0.0124001902458001,NA,0.0124001902458001,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.77227656293274"
"2286","NsiI.TP99767","HW_1",6771,9,51154417,0.000113484259736796,0.282840708027681,106,NA,NA,0.0344333561827182,NA,0.034433356182718,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.53588377803215"
"2287","PstI.TP100020","FD_1",3406,11,817,0.0000627459942575519,0.285813801285566,106,NA,NA,0.0300577990833115,NA,0.0300577990833115,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.168961740590807"
"2288","PstI.TP100020","FD_50",3479,11,817,0.0000162790305645473,0.285813801285566,106,NA,NA,0.0110416749450992,NA,0.0110416749450992,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.227185365040749"
"2289","PstI.TP100020","FM_1",3687,11,817,0.0000361183158201351,0.285813801285566,106,NA,NA,0.048506759761062,NA,0.048506759761062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.175220460736768"
"2290","PstI.TP100020","FM_50",3806,11,817,0.000149729326212503,0.285813801285566,106,NA,NA,0.0383261722161652,NA,0.0383261722161652,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.433813910215961"
"2291","PstI.TP100020","fprind",7374,11,817,0.0000214395607318598,0.285813801285566,106,NA,NA,0.0132883237291145,NA,0.0132883237291145,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.212310398521917"
"2292","PstI.TP100020","fprinW",7169,11,817,0.0000341448526736067,0.285813801285566,106,NA,NA,0.0186615846883208,NA,0.0186615846883208,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.217981617538351"
"2293","PstI.TP100020","FW_50",3956,11,817,0.0000129330761650096,0.285813801285566,106,NA,NA,0.0134696092532806,NA,0.0134696092532806,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.249115794088472"
"2294","PstI.TP100020","GFW_1",4234,11,817,0.000014523327147503,0.285813801285566,106,NA,NA,0.00470376499243944,NA,0.00470376499243943,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.311180255027982"
"2295","PstI.TP100020","GFW_50",4818,11,817,0.0000119484811174363,0.285813801285566,106,NA,NA,0.0120048404128039,NA,0.0120048404128039,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.225945000012101"
"2296","PstI.TP100020","GHW_1",5052,11,817,0.0000430609984441146,0.285813801285566,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.179936188212542"
"2297","PstI.TP100020","HM_1",6180,11,817,0.000273891079200931,0.285813801285566,106,NA,NA,0.0277423110878657,NA,0.0277423110878657,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.120092027590553"
"2298","PstI.TP100020","HW_1",6729,11,817,0.0000265417840077268,0.285813801285566,106,NA,NA,0.0158249354922433,NA,0.0158249354922433,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.142600264527202"
"2299","PstI.TP100118","GFW_1",4646,2,68834374,0.000652643355838203,0.269877674437018,106,NA,NA,0.0347153498606967,NA,0.0347153498606968,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0129834979334058"
"2300","PstI.TP1002549","GFW_1",4589,3,61933672,0.000508493732411807,0.349962221382664,106,NA,NA,0.030595927926815,NA,0.030595927926815,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.46189740539404"
"2301","PstI.TP1002770","HM_1",6291,10,14447848,0.000445590601035732,0.0859012150908074,106,NA,NA,0.0315123344222985,NA,0.0315123344222985,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.136613488417589"
"2302","PstI.TP1003155","GFW_1",4788,1,79688534,0.00118934845388028,0.47740113630212,106,NA,NA,0.0491360115576302,NA,0.0491360115576303,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.105875850897243"
"2303","PstI.TP1004016","GFW_1",4633,11,6968,0.000631141232243895,0.187177056653494,106,NA,NA,0.0344170121159887,NA,0.0344170121159887,"124+36088im","MLM+SUPER","PS_Y","GAPIT","11.0711780567055"
"2304","PstI.TP1004016","GHW_1",5295,11,6968,0.000375998465559573,0.187177056653494,106,NA,NA,0.032045516630568,NA,0.032045516630568,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.9347683387316"
"2305","PstI.TP1004016","HM_1",6627,11,6968,0.00128854956547753,0.187177056653494,106,NA,NA,0.0478743569118501,NA,0.0478743569118499,"124+36088im","MLM+SUPER","PS_Y","GAPIT","11.8307528499932"
"2306","PstI.TP1004899","HM_1",6639,1,5995547,0.00132772971747273,0.259500922424352,106,NA,NA,0.04851206324259,NA,0.04851206324259,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.54911118515058"
"2307","PstI.TP1004938","FD_1",3389,1,72895372,0.0000292994376484594,0.197925792017533,106,NA,NA,0.020612584596486,NA,0.020612584596486,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.4754925846517"
"2308","PstI.TP1004938","FM_1",3696,1,72895372,0.000050801028649053,0.197925792017533,106,NA,NA,0.048506759761062,NA,0.048506759761062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.62151719820738"
"2309","PstI.TP1004938","GFW_1",4306,1,72895372,0.0000478883187414885,0.197925792017533,106,NA,NA,0.00814756645749634,NA,0.00814756645749634,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.62847170076813"
"2310","PstI.TP1004938","GHW_1",5428,1,72895372,0.000619077751457045,0.197925792017533,106,NA,NA,0.0370796477893245,NA,0.0370796477893245,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.30677358928124"
"2311","PstI.TP1004938","HD_1",5881,1,72895372,0.0000319469016143075,0.197925792017533,106,NA,NA,0.0284425986475781,NA,0.028442598647578,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.3397296501557"
"2312","PstI.TP1004938","HW_1",6697,1,72895372,0.00000274013063282092,0.197925792017533,106,NA,NA,0.00599038225178533,NA,0.00599038225178533,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.54277364512483"
"2313","PstI.TP1005417","GFW_1",4462,6,56320362,0.000230673700661577,0.18139181237859,106,NA,NA,0.0195347399444817,NA,0.0195347399444817,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.74908339871408"
"2314","PstI.TP1005417","GHW_1",5446,6,56320362,0.000685082804652796,0.18139181237859,106,NA,NA,0.039083237592511,NA,0.039083237592511,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.58725504304958"
"2315","PstI.TP1005417","HM_1",6371,6,56320362,0.000608074408212706,0.18139181237859,106,NA,NA,0.0354003730918191,NA,0.0354003730918191,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.3603398060517"
"2316","PstI.TP1005487","GHW_1",5233,3,49717109,0.000241771572566443,0.134922437180692,106,NA,NA,0.0261013803897451,NA,0.0261013803897451,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.163028297650134"
"2317","PstI.TP1005487","HM_1",5937,3,49717109,0.00000900440266823096,0.134922437180692,106,NA,NA,0.0136231758472965,NA,0.0136231758472966,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.572048030112449"
"2318","PstI.TP1008843","Lg",6873,11,6994,0.00000237177739320395,0.0545719922575655,114,NA,NA,0.00188549115555492,NA,0.00188549115555492,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.7020547574894"
"2319","PstI.TP1010266","Lg",6863,11,7015,0.000000625393838296146,0.0793006093363514,114,NA,NA,0.000713329650167874,NA,0.000713329650167874,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.96380885114682"
"2320","PstI.TP1011137","FD_50",3538,9,991795,0.0000924911186494096,0.277777777777778,106,NA,NA,0.0249944002503535,NA,0.0249944002503535,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.56713381329156"
"2321","PstI.TP1011137","fprind",7439,9,991795,0.000126747653022534,0.277777777777778,106,NA,NA,0.0310756815831135,NA,0.0310756815831136,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.48320733145516"
"2322","PstI.TP1011137","fprinW",7232,9,991795,0.000162135964488486,0.277777777777778,106,NA,NA,0.0383195936251437,NA,0.0383195936251436,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.45464724168011"
"2323","PstI.TP1011137","FW_50",4042,9,991795,0.000125576283232876,0.277777777777778,106,NA,NA,0.0297437997382941,NA,0.0297437997382941,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.53560531877737"
"2324","PstI.TP1011137","GFW_1",4717,9,991795,0.000873959883441595,0.277777777777778,106,NA,NA,0.0406515311741255,NA,0.0406515311741255,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.16727735242816"
"2325","PstI.TP1011137","GFW_50",4938,9,991795,0.000204742951164001,0.277777777777778,106,NA,NA,0.0359686358832947,NA,0.0359686358832948,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.68180907768463"
"2326","PstI.TP1012261","GFW_1",4310,1,67422499,0.0000495899904536104,0.340309122459836,106,NA,NA,0.00828626630293003,NA,0.00828626630293003,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0419860249820559"
"2327","PstI.TP1012261","HM_1",6461,1,67422499,0.000800758995164242,0.340309122459836,106,NA,NA,0.0389020582947013,NA,0.0389020582947013,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.127422565628723"
"2328","PstI.TP1014212","HM_1",6202,1,4444231,0.000303696310196443,0.442824723753868,106,NA,NA,0.028352914596774,NA,0.028352914596774,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.515238942635226"
"2329","PstI.TP1014870","ADD",3228,2,75357159,0.0000902345215872955,0.351516754523154,112,NA,NA,0.0440888421709621,NA,0.0440888421709621,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.04035835515557"
"2330","PstI.TP101546","FM_1",3705,11,832,0.0000647151250909953,0.289437407017739,106,NA,NA,0.048506759761062,NA,0.048506759761062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.50582416231427"
"2331","PstI.TP1015835","HM_1",6645,1,6514843,0.00134745820063264,0.396357570301364,106,NA,NA,0.0488248873417083,NA,0.0488248873417081,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.40468758456646"
"2332","PstI.TP1016611","HM_1",6661,1,12066190,0.00139741130072689,0.337082887317421,106,NA,NA,0.049306980256085,NA,0.049306980256085,"124+36088im","MLM+SUPER","PS_Y","GAPIT","14.675967196351"
"2333","PstI.TP1016686","CmN",3334,11,7060,0.0000447990143441809,0.401719792874652,114,NA,NA,0.0335787812087212,NA,0.0335787812087212,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0211440272795498"
"2334","PstI.TP1016686","GFW_1",4472,11,7060,0.000242636048483833,0.401719792874652,106,NA,NA,0.0199539626831501,NA,0.0199539626831501,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.106045597699608"
"2335","PstI.TP1016686","GHW_1",4994,11,7060,0.000000926014253887992,0.401719792874652,106,NA,NA,0.0060732644841244,NA,0.0060732644841244,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.157799507779328"
"2336","PstI.TP1016686","GHW_50",5672,11,7060,0.000105373172527837,0.401719792874652,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.310283765207497"
"2337","PstI.TP1016686","HM_1",5982,11,7060,0.000053080272015574,0.401719792874652,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0339605995672303"
"2338","PstI.TP1016686","HW_1",6833,11,7060,0.000277895617150349,0.401719792874652,106,NA,NA,0.0489366442780302,NA,0.0489366442780301,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.1067804160413"
"2339","PstI.TP1017493","HM_1",6558,9,52843173,0.00108368902842916,0.314568552868365,106,NA,NA,0.0444950502113924,NA,0.0444950502113926,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.157131595076001"
"2340","PstI.TP1020545","GS",5734,11,7078,0.00000518877318493971,0.163083869541519,114,NA,NA,0.00261773607180209,NA,0.00261773607180208,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.52405377282982"
"2341","PstI.TP1020819","Lg",6927,11,7080,0.0000476097047026783,0.0731730464766462,114,NA,NA,0.0143465842175191,NA,0.0143465842175191,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.305524633181182"
"2342","PstI.TP1021663","HM_1",6403,1,55052456,0.000682490548696209,0.409510569425732,106,NA,NA,0.0371400343050224,NA,0.0371400343050224,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00754268679609389"
"2343","PstI.TP1021940","GHW_1",5173,7,37610633,0.000157362668314571,0.218339767069696,106,NA,NA,0.0224669858872582,NA,0.0224669858872582,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.8923144965795"
"2344","PstI.TP1021940","HM_1",6342,7,37610633,0.000544617953113644,0.218339767069696,106,NA,NA,0.0339370721662312,NA,0.0339370721662312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.72346140288425"
"2345","PstI.TP1022311","GFW_1",4191,4,59536613,0.00000502162236491087,0.483965747979911,106,NA,NA,0.0032767497484523,NA,0.0032767497484523,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0443976877975737"
"2346","PstI.TP1022311","GHW_1",5551,4,59536613,0.000970634483989948,0.483965747979911,106,NA,NA,0.0453880400145757,NA,0.0453880400145756,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.018927964589565"
"2347","PstI.TP1022311","HW_1",6837,4,59536613,0.000286779942799389,0.483965747979911,106,NA,NA,0.0494959540749946,NA,0.0494959540749945,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.032517292342962"
"2348","PstI.TP1022814","GHW_1",5049,3,70684115,0.0000420495873656225,0.42156862745098,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.6187056100091"
"2349","PstI.TP1022814","HM_1",6609,3,70684115,0.00123750961749732,0.42156862745098,106,NA,NA,0.0471246131294273,NA,0.0471246131294274,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.46737517553967"
