"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Trait.name"
"3036","PstI.TP1188882",11,8398,0.0000197788554333031,0.293158528625697,106,NA,NA,0.0152611321599198,NA,0.0152611321599198,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3037","NsiI.TP684422",11,17565,0.0000214487321498371,0.24193725178699,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3038","NsiI.TP424508",11,13910,0.0000221422192906068,0.398703844269167,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3039","NsiI.TP499936",1,76362441,0.0000226050986800518,0.349349292510893,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3040","NsiI.TP253869",1,16894827,0.0000233655696501532,0.475458970395653,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3041","NsiI.TP486649",1,2601704,0.0000235107261947947,0.1056693029407,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3042","PstI.TP836762",11,5799,0.0000251564302389225,0.470475157731167,106,NA,NA,0.0164988447721973,NA,0.0164988447721973,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3043","NsiI.TP623388",11,16852,0.00002767563010594,0.206089082185503,106,NA,NA,0.017708353175591,NA,0.017708353175591,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3044","NsiI.TP210176",2,63098520,0.0000287852695503992,0.475507896368307,106,NA,NA,0.0179798276520279,NA,0.0179798276520279,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3045","NsiI.TP694893",11,17684,0.0000296371213678731,0.0948315663685585,106,NA,NA,0.0180814009759252,NA,0.0180814009759252,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3046","NsiI.TP318460",11,12617,0.0000341430570956227,0.130794603708396,106,NA,NA,0.0203570218146947,NA,0.0203570218146947,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3047","PstI.TP856852",1,1153760,0.000035528531756484,0.12264726238094,106,NA,NA,0.0207123444911023,NA,0.0207123444911022,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3048","PstI.TP444619",3,2190567,0.0000377003573901586,0.181699391148171,106,NA,NA,0.0215006777342048,NA,0.0215006777342048,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3049","PstI.TP1104477",10,9762760,0.000039143952445794,0.303253184804924,106,NA,NA,0.0218489882651693,NA,0.0218489882651694,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3050","PstI.TP1231136",3,52841481,0.0000415089644940464,0.240853969876429,106,NA,NA,0.0226863786361836,NA,0.0226863786361836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3051","PstI.TP474961",7,1691478,0.000042538169251647,0.186274509803922,106,NA,NA,0.02277441494179,NA,0.0227744149417899,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3052","NsiI.TP166838",3,60735782,0.0000462391945040632,0.346041541709393,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3053","PstI.TP685319",11,4739,0.0000467397533267732,0.266232841771109,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3054","PstI.TP166135",8,57118094,0.0000470554435290424,0.235294117647059,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3055","PstI.TP100020",11,817,0.0000471462956694423,0.285813801285566,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3056","NsiI.TP433543",9,9611249,0.0000484518262838829,0.210602481722016,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3057","NsiI.TP510581",10,49892388,0.0000487645581549796,0.199719489068371,106,NA,NA,0.0232598076115952,NA,0.0232598076115952,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3058","NsiI.TP441010",1,7822032,0.0000512651913827323,0.286621941011133,106,NA,NA,0.0238190390855192,NA,0.0238190390855192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3059","PstI.TP6170",6,56702797,0.0000533641007275836,0.350268235854705,106,NA,NA,0.0238190390855192,NA,0.0238190390855192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3060","PstI.TP77040",4,1147463,0.0000534768348428761,0.438622778454013,106,NA,NA,0.0238190390855192,NA,0.0238190390855192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3061","NsiI.TP208628",11,11458,0.0000546666505581851,0.215932459372326,106,NA,NA,0.0238190390855192,NA,0.0238190390855192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3062","PstI.TP1128716",3,65668248,0.0000547771189817606,0.119305623498789,106,NA,NA,0.0238190390855192,NA,0.0238190390855192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3063","NsiI.TP426523",11,13953,0.00005538466814884,0.442255773734825,106,NA,NA,0.0238190390855192,NA,0.0238190390855192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3064","PstI.TP14467",10,3103147,0.0000566737819327998,0.366898611747841,106,NA,NA,0.0239803225036301,NA,0.0239803225036302,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3065","PstI.TP29028",6,45093133,0.0000633832199024953,0.20320964146933,106,NA,NA,0.0262923804680714,NA,0.0262923804680714,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3066","PstI.TP1273314",11,8970,0.0000641424239519924,0.329889693192106,106,NA,NA,0.0262923804680714,NA,0.0262923804680714,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3067","NsiI.TP674601",1,69112506,0.0000655351717224987,0.242303572725163,106,NA,NA,0.0263913333916194,NA,0.0263913333916194,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3068","PstI.TP926161",11,6485,0.0000663958223620828,0.312594483444992,106,NA,NA,0.0263913333916194,NA,0.0263913333916194,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3069","PstI.TP209249",1,67863639,0.0000703453891927729,0.0923865528414316,106,NA,NA,0.0275438946281075,NA,0.0275438946281075,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3070","NsiI.TP127103",3,55736173,0.0000742850016730364,0.181386070113899,106,NA,NA,0.0279654587405532,NA,0.0279654587405532,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3071","NsiI.TP755634",3,63871706,0.0000754824702085331,0.225859794946894,106,NA,NA,0.0279654587405532,NA,0.0279654587405532,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3072","NsiI.TP565488",11,16129,0.0000755662374944136,0.389798189004474,106,NA,NA,0.0279654587405532,NA,0.0279654587405532,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3073","NsiI.TP615883",6,56093448,0.0000756860398940031,0.182052250344956,106,NA,NA,0.0279654587405532,NA,0.0279654587405532,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3074","PstI.TP1029976",10,44209597,0.0000786994640827213,0.397127973654572,106,NA,NA,0.0286750241770293,NA,0.0286750241770293,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3075","PstI.TP1251787",8,640290,0.000079848275383373,0.120915032679739,106,NA,NA,0.0286950637864028,NA,0.0286950637864028,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3076","PstI.TP892247",3,57467578,0.0000840964646550603,0.227237188011795,106,NA,NA,0.0295064818040228,NA,0.0295064818040228,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3077","NsiI.TP433359",10,6012505,0.0000843556505032291,0.111578858593806,106,NA,NA,0.0295064818040228,NA,0.0295064818040228,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3078","NsiI.TP111245",11,10315,0.000085964361263227,0.170352783793883,106,NA,NA,0.029673540176046,NA,0.029673540176046,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3079","PstI.TP679058",3,65318520,0.0000897610527186448,0.0547603099946958,106,NA,NA,0.030581707234038,NA,0.030581707234038,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3080","NsiI.TP195180",1,12857502,0.0000911300220856821,0.103376311323414,106,NA,NA,0.0306500640948178,NA,0.0306500640948177,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3081","PstI.TP56482",4,68544225,0.0000976748127228433,0.156317045318943,106,NA,NA,0.0324354561641908,NA,0.0324354561641908,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3082","PstI.TP626274",9,149728,0.0000999536167103202,0.228867804777397,106,NA,NA,0.0324941111632116,NA,0.0324941111632115,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3083","NsiI.TP123778",1,60586278,0.000100328695746746,0.469758302310189,106,NA,NA,0.0324941111632116,NA,0.0324941111632115,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3084","PstI.TP48338",2,71250737,0.000108280539725708,0.231414623005607,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3085","NsiI.TP644424",7,12799384,0.000108528644384465,0.301916276941156,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3086","PstI.TP698613",11,4826,0.00010894011498385,0.268306302122324,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3087","PstI.TP1070567",11,7457,0.000109258393313431,0.0717427479921369,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3088","PstI.TP439176",10,44789600,0.000110670154791158,0.366020892597216,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3089","NsiI.TP476261",1,6164220,0.000111265304859942,0.127596616241401,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3090","NsiI.TP91546",11,10135,0.00011664331035171,0.196260445349627,106,NA,NA,0.0347729614064404,NA,0.0347729614064405,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3091","PstI.TP159372",11,1308,0.000118779117532114,0.0894290368541155,106,NA,NA,0.0350118131386233,NA,0.0350118131386234,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3092","NsiI.TP13900",11,9274,0.000125087755771968,0.114913801402652,106,NA,NA,0.0364616909435755,NA,0.0364616909435756,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3093","NsiI.TP280339",11,12243,0.000130094589784498,0.303479929248379,106,NA,NA,0.0370641667080725,NA,0.0370641667080725,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3094","PstI.TP91211",1,10530796,0.000130347477177229,0.156468559366171,106,NA,NA,0.0370641667080725,NA,0.0370641667080725,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3095","PstI.TP175806",11,1446,0.000131393135009939,0.380806360497827,106,NA,NA,0.0370641667080725,NA,0.0370641667080725,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3096","PstI.TP793469",11,5489,0.000135679408127784,0.0640237871223601,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3097","PstI.TP81443",3,72402402,0.000137574127589995,0.124667545752676,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3098","PstI.TP522628",7,55214011,0.000139797406721381,0.188166172602709,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3099","NsiI.TP275227",9,52933109,0.00014034313066327,0.334737830531843,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3100","PstI.TP348121",10,10315566,0.00014059830254621,0.129711270753638,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3101","NsiI.TP659581",3,70887842,0.000141035263009155,0.188826000120936,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3102","NsiI.TP803817",11,18964,0.000142799349161617,0.08037085913086,106,NA,NA,0.0374619812590586,NA,0.0374619812590586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3103","PstI.TP480563",11,3643,0.000148411404496302,0.122256582419101,106,NA,NA,0.0385487602530295,NA,0.0385487602530296,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3104","PstI.TP1198766",6,60436257,0.000151516868021525,0.153955805571558,106,NA,NA,0.03896954427134,NA,0.0389695442713401,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3105","NsiI.TP604461",11,16608,0.000157921583488992,0.153685985315824,106,NA,NA,0.0399184567412834,NA,0.0399184567412834,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3106","NsiI.TP575345",11,16257,0.000158249580738487,0.118525923062919,106,NA,NA,0.0399184567412834,NA,0.0399184567412834,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3107","PstI.TP640904",3,66602989,0.000161818796404368,0.124367798838109,106,NA,NA,0.0404187285494678,NA,0.0404187285494677,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3108","PstI.TP73962",8,6017334,0.0001633142191905,0.442941120127186,106,NA,NA,0.0404187285494678,NA,0.0404187285494677,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3109","PstI.TP978122",4,14930204,0.000167452328086749,0.139094330546752,106,NA,NA,0.0410555549068016,NA,0.0410555549068016,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3110","PstI.TP366962",11,2898,0.000171007465215082,0.377527926134868,106,NA,NA,0.041538980022708,NA,0.041538980022708,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3111","PstI.TP609049",11,4301,0.000173011576330023,0.0532763673712373,106,NA,NA,0.0416045696703144,NA,0.0416045696703144,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3112","PstI.TP525648",11,3922,0.000175178305203373,0.177995937227806,106,NA,NA,0.0416045696703144,NA,0.0416045696703144,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3113","NsiI.TP690528",11,17631,0.000178480024208898,0.114771740054313,106,NA,NA,0.0416045696703144,NA,0.0416045696703144,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3114","NsiI.TP198999",1,1902613,0.000178618841891492,0.0785953985571147,106,NA,NA,0.0416045696703144,NA,0.0416045696703144,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3115","NsiI.TP205252",4,63574731,0.000179206997512599,0.15676513170596,106,NA,NA,0.0416045696703144,NA,0.0416045696703144,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3116","NsiI.TP149102",11,10766,0.000181838172123879,0.143717510721356,106,NA,NA,0.0418078076297914,NA,0.0418078076297913,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3117","PstI.TP795437",11,5502,0.000183269721637036,0.483209083080132,106,NA,NA,0.0418078076297914,NA,0.0418078076297913,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3118","NsiI.TP406742",2,65617730,0.00018995043149894,0.442474236328251,106,NA,NA,0.0429099637260097,NA,0.0429099637260096,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3119","NsiI.TP210502",11,11473,0.000191372484407377,0.342762010139433,106,NA,NA,0.0429099637260097,NA,0.0429099637260096,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3120","PstI.TP359942",2,60451936,0.000203900882229782,0.207123273170435,106,NA,NA,0.0453316588509838,NA,0.0453316588509839,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3121","NsiI.TP630636",2,63520018,0.000208334451162673,0.124378315328506,106,NA,NA,0.0459281175781644,NA,0.0459281175781644,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3122","NsiI.TP571744",2,2865326,0.000210889659226662,0.401911180801536,106,NA,NA,0.046103994334602,NA,0.0461039943346021,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3123","NsiI.TP678341",2,22203749,0.000218148852082918,0.261437908496732,106,NA,NA,0.0469167871167919,NA,0.0469167871167918,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3124","NsiI.TP493151",3,3481929,0.000218184342008409,0.197279526269247,106,NA,NA,0.0469167871167919,NA,0.0469167871167918,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3125","NsiI.TP361679",11,13117,0.000224210578235374,0.299898829474921,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3126","NsiI.TP110016",11,10292,0.000225021148644733,0.210599577957993,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3127","NsiI.TP347216",9,44790414,0.000226243922995173,0.364296827809441,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3128","NsiI.TP615699",1,24833300,0.000228747059851488,0.205420912861435,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3129","NsiI.TP2769",3,4785844,0.000229443214635717,0.43459339408205,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3130","PstI.TP375640",1,77251518,0.000229457821739024,0.163851285192461,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3131","NsiI.TP676052",4,1055463,0.000235031041516224,0.150326797385621,106,NA,NA,0.0476484223068836,NA,0.0476484223068836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3132","NsiI.TP494603",2,61270017,0.000236117058012307,0.20157902457985,106,NA,NA,0.0476484223068836,NA,0.0476484223068836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3133","PstI.TP849929",6,57879722,0.000238736998790888,0.241846948074906,106,NA,NA,0.0478093620326729,NA,0.0478093620326729,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3134","NsiI.TP644722",7,12799400,0.000241506449594679,0.156171187922833,106,NA,NA,0.0479975772626273,NA,0.0479975772626273,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3135","PstI.TP842850",6,56119362,0.000251005272577435,0.493337474048008,106,NA,NA,0.049510318201477,NA,0.0495103182014769,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprinW"
"3136","NsiI.TP370740",6,61057670,0.0000000506977913353638,0.411767732033199,106,NA,NA,0.00133000585789193,NA,0.00133000585789193,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3137","NsiI.TP689875",11,17622,0.00000196878038135332,0.448546320993532,106,NA,NA,0.0215499170130792,NA,0.0215499170130792,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3138","PstI.TP318338",3,67023794,0.00000246434973847822,0.380904448088765,106,NA,NA,0.0215499170130792,NA,0.0215499170130792,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3139","NsiI.TP123778",1,60586278,0.00000416557211348119,0.469758302310189,106,NA,NA,0.025427443323104,NA,0.0254274433231039,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3140","NsiI.TP280339",11,12243,0.00000484627645862315,0.303479929248379,106,NA,NA,0.025427443323104,NA,0.0254274433231039,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3141","NsiI.TP318460",11,12617,0.00000792762528516818,0.130794603708396,106,NA,NA,0.034662220288517,NA,0.034662220288517,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3142","NsiI.TP426523",11,13953,0.0000108118831184794,0.442255773734825,106,NA,NA,0.0374586314173815,NA,0.0374586314173815,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3143","NsiI.TP441010",1,7822032,0.0000115258837027774,0.286621941011133,106,NA,NA,0.0374586314173815,NA,0.0374586314173815,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3144","NsiI.TP376338",3,73019311,0.0000128507922069236,0.392966759951323,106,NA,NA,0.0374586314173815,NA,0.0374586314173815,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3145","PstI.TP989816",11,6875,0.0000152439758730936,0.318695454361165,106,NA,NA,0.0399910463054738,NA,0.0399910463054738,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3146","NsiI.TP469911",1,72682614,0.0000179206050239279,0.175570492412385,106,NA,NA,0.0427334615762584,NA,0.0427334615762584,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3147","PstI.TP940968",7,61142166,0.0000202489310600988,0.0857109658332788,106,NA,NA,0.0427334615762584,NA,0.0427334615762584,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3148","PstI.TP1016686",11,7060,0.0000211761454788198,0.401719792874652,106,NA,NA,0.0427334615762584,NA,0.0427334615762584,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3149","NsiI.TP111245",11,10315,0.000023752854978507,0.170352783793883,106,NA,NA,0.0445094569647252,NA,0.0445094569647252,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3150","NsiI.TP169322",5,71759480,0.0000258640604075248,0.353933296331721,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3151","PstI.TP41761",6,47799081,0.0000296564350166884,0.229341682539675,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3152","PstI.TP926161",11,6485,0.0000305096240702625,0.312594483444992,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3153","NsiI.TP418754",4,63031223,0.000032398929365277,0.155068240434456,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3154","PstI.TP104876",2,58864116,0.0000325193671216115,0.165312244628212,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3155","NsiI.TP675510",11,17441,0.0000341020919771907,0.0601346669244079,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3156","NsiI.TP109633",11,10288,0.0000384719002856775,0.288415887001989,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3157","PstI.TP344604",11,2716,0.0000419167294318351,0.198656693944023,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3158","NsiI.TP406742",2,65617730,0.0000463356496150774,0.442474236328251,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3159","PstI.TP1128716",3,65668248,0.0000488889382898282,0.119305623498789,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3160","NsiI.TP319863",11,12629,0.00004968566779983,0.354846235817006,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3161","GFSSContig19333_2734",4,3228803,0.0000501153066659903,0.499991152750377,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3162","NsiI.TP668488",7,6826349,0.0000509017211895799,0.153959438502381,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3163","NsiI.TP241069",1,56195369,0.0000553546268070084,0.398388486892458,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3164","PstI.TP573755",11,4123,0.0000567122338002547,0.194316281713423,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3165","NsiI.TP632002",1,70863814,0.0000574864536957269,0.220740537148694,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3166","NsiI.TP347216",9,44790414,0.0000596815466621236,0.364296827809441,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3167","PstI.TP724345",5,71593518,0.0000650139169802164,0.365823636112948,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3168","PstI.TP885027",11,6185,0.0000651213996145692,0.372452907081121,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3169","PstI.TP396517",1,1727743,0.0000654430174222467,0.224210750981818,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3170","NsiI.TP509742",9,47862370,0.000066066657753211,0.203770472773321,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3171","PstI.TP1080621",3,3657091,0.0000668133621658676,0.34167963123023,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3172","NsiI.TP594691",9,37217461,0.000067209055039092,0.377236496654391,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
"3173","PstI.TP195926",10,51681294,0.0000736470492379252,0.38724578144861,106,NA,NA,0.0490196834793685,NA,0.0490196834793685,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","fprind"
